home,away,home_slug,away_slug,home_goals,away_goals,result,date,season,club_goals_home,club_tacklesWon_home,club_blocks_home,club_totalPasses_home,tps_p_goals_home,tps_p_assists_home,tps_p_totalPasses_home,tps_p_cleanSheets_home,ply_sum_rank_home,ply_sum_value_home,ply_mean_rank_home,ply_mean_value_home,mv_Rank_home,mv_ValueAug1EUR_home,mv_CurrentValueEUR_home,mv_ChangePct_home,mv_Arrivals_home,mv_Departures_home,mvply_sum_home,mvply_mean_home,mvply_count_home,mgr_TenureDays_home,prev_rank_home,prev_pts_home,trf_arrivals_home,trf_spend_in_home,trf_departures_home,trf_spend_out_home,trf_net_spend_home,club_goals_away,club_tacklesWon_away,club_blocks_away,club_totalPasses_away,tps_p_goals_away,tps_p_assists_away,tps_p_totalPasses_away,tps_p_cleanSheets_away,ply_sum_rank_away,ply_sum_value_away,ply_mean_rank_away,ply_mean_value_away,mv_Rank_away,mv_ValueAug1EUR_away,mv_CurrentValueEUR_away,mv_ChangePct_away,mv_Arrivals_away,mv_Departures_away,mvply_sum_away,mvply_mean_away,mvply_count_away,mgr_TenureDays_away,prev_rank_away,prev_pts_away,trf_arrivals_away,trf_spend_in_away,trf_departures_away,trf_spend_out_away,trf_net_spend_away,y3,goal_diff
Sunderland,Arsenal,sunderland,arsenal,1.0,4.0,A,2016-10-29,2016-2017,5.0,0.0,0.0,1358.0,0.0,2.0,212.0,1.0,,,,,,,,,,,,,,436.0,,,,,,,,6.0,0.0,14.0,1264.0,2.0,2.0,0.0,2.0,,,,,1.0,1320000000.0,1330000000.0,0.6,15.0,14.0,1150000000.0,67647058.8235294,17.0,2089.0,2.0,44.0,,,,,,2.0,-3.0
Tottenham,Leicester,tottenham,leicester,1.0,1.0,D,2016-10-29,2016-2017,5.0,33.0,10.0,1319.0,0.0,2.0,199.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Watford,Hull,watford,hull,1.0,0.0,H,2016-10-29,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
West Brom,Man City,west bromwich albion,manchester city,0.0,4.0,A,2016-10-29,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,1653.0,3.0,0.0,214.0,0.0,,,,,2.0,1320000000.0,1230000000.0,-6.8,16.0,16.0,1038000000.0,64875000.0,16.0,3358.0,3.0,43.0,,,,,,2.0,-4.0
Everton,West Ham,everton,west ham,2.0,0.0,H,2016-10-30,2016-2017,5.0,31.0,18.0,0.0,2.0,4.0,0.0,0.0,,,,,15.0,340200000.0,368600000.0,8.3,18.0,18.0,50000000.0,50000000.0,1.0,242.0,8.0,37.0,,,,,,0.0,0.0,0.0,1327.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
Southampton,Chelsea,southampton,chelsea,0.0,2.0,A,2016-10-30,2016-2017,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,2.0,-2.0
Stoke,Swansea,stoke,swansea,3.0,1.0,H,2016-10-31,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
Bournemouth,Sunderland,bournemouth,sunderland,1.0,2.0,A,2016-11-05,2016-2017,4.0,34.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,13.0,420450000.0,383000000.0,-8.9,20.0,18.0,40000000.0,40000000.0,1.0,802.0,11.0,32.0,,,,,,5.0,0.0,0.0,1358.0,0.0,2.0,212.0,1.0,,,,,,,,,,,,,,436.0,,,,,,,,2.0,-1.0
Burnley,Crystal Palace,burnley,crystal palace,3.0,2.0,H,2016-11-05,2016-2017,4.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,,,,,20.0,235900000.0,226150000.0,-4.1,24.0,21.0,,,,432.0,23.0,3.0,,,,,,4.0,40.0,12.0,0.0,0.0,0.0,0.0,2.0,,,,,11.0,456200000.0,432200000.0,-5.3,16.0,13.0,90000000.0,45000000.0,2.0,568.0,5.0,38.0,,,,,,0.0,1.0
Chelsea,Everton,chelsea,everton,5.0,0.0,H,2016-11-05,2016-2017,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,5.0,31.0,18.0,0.0,2.0,4.0,0.0,0.0,,,,,15.0,340200000.0,368600000.0,8.3,18.0,18.0,50000000.0,50000000.0,1.0,242.0,8.0,37.0,,,,,,0.0,5.0
Man City,Middlesbrough,manchester city,middlesbrough,1.0,1.0,D,2016-11-05,2016-2017,5.0,0.0,0.0,1653.0,3.0,0.0,214.0,0.0,,,,,2.0,1320000000.0,1230000000.0,-6.8,16.0,16.0,1038000000.0,64875000.0,16.0,3358.0,3.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
West Ham,Stoke,west ham,stoke,1.0,1.0,D,2016-11-05,2016-2017,0.0,0.0,0.0,1327.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Arsenal,Tottenham,arsenal,tottenham,1.0,1.0,D,2016-11-06,2016-2017,6.0,0.0,14.0,1264.0,2.0,2.0,0.0,2.0,,,,,1.0,1320000000.0,1330000000.0,0.6,15.0,14.0,1150000000.0,67647058.8235294,17.0,2089.0,2.0,44.0,,,,,,5.0,33.0,10.0,1319.0,0.0,2.0,199.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Hull,Southampton,hull,southampton,2.0,1.0,H,2016-11-06,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,0.0,1.0
Leicester,West Brom,leicester,west bromwich albion,1.0,2.0,A,2016-11-06,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,-1.0
Liverpool,Watford,liverpool,watford,6.0,1.0,H,2016-11-06,2016-2017,8.0,30.0,13.0,1370.0,2.0,3.0,217.0,0.0,,,,,3.0,1040000000.0,1120000000.0,8.1,15.0,12.0,910000000.0,75833333.33333333,12.0,466.0,1.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0
Swansea,Man United,swansea,man united,1.0,3.0,A,2016-11-06,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,31.0,0.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,-2.0
Crystal Palace,Man City,crystal palace,manchester city,1.0,2.0,A,2016-11-19,2016-2017,4.0,40.0,12.0,0.0,0.0,0.0,0.0,2.0,,,,,11.0,456200000.0,432200000.0,-5.3,16.0,13.0,90000000.0,45000000.0,2.0,568.0,5.0,38.0,,,,,,5.0,0.0,0.0,1653.0,3.0,0.0,214.0,0.0,,,,,2.0,1320000000.0,1230000000.0,-6.8,16.0,16.0,1038000000.0,64875000.0,16.0,3358.0,3.0,43.0,,,,,,2.0,-1.0
Everton,Swansea,everton,swansea,1.0,1.0,D,2016-11-19,2016-2017,5.0,31.0,18.0,0.0,2.0,4.0,0.0,0.0,,,,,15.0,340200000.0,368600000.0,8.3,18.0,18.0,50000000.0,50000000.0,1.0,242.0,8.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Man United,Arsenal,man united,arsenal,1.0,1.0,D,2016-11-19,2016-2017,0.0,31.0,0.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,14.0,1264.0,2.0,2.0,0.0,2.0,,,,,1.0,1320000000.0,1330000000.0,0.6,15.0,14.0,1150000000.0,67647058.8235294,17.0,2089.0,2.0,44.0,,,,,,1.0,0.0
Southampton,Liverpool,southampton,liverpool,0.0,0.0,D,2016-11-19,2016-2017,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,8.0,30.0,13.0,1370.0,2.0,3.0,217.0,0.0,,,,,3.0,1040000000.0,1120000000.0,8.1,15.0,12.0,910000000.0,75833333.33333333,12.0,466.0,1.0,48.0,,,,,,1.0,0.0
Stoke,Bournemouth,stoke,bournemouth,0.0,1.0,A,2016-11-19,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,34.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,13.0,420450000.0,383000000.0,-8.9,20.0,18.0,40000000.0,40000000.0,1.0,802.0,11.0,32.0,,,,,,2.0,-1.0
Sunderland,Hull,sunderland,hull,3.0,0.0,H,2016-11-19,2016-2017,5.0,0.0,0.0,1358.0,0.0,2.0,212.0,1.0,,,,,,,,,,,,,,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
Tottenham,West Ham,tottenham,west ham,3.0,2.0,H,2016-11-19,2016-2017,5.0,33.0,10.0,1319.0,0.0,2.0,199.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1327.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Watford,Leicester,watford,leicester,2.0,1.0,H,2016-11-19,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Middlesbrough,Chelsea,middlesbrough,chelsea,0.0,1.0,A,2016-11-20,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,2.0,-1.0
West Brom,Burnley,west bromwich albion,burnley,4.0,0.0,H,2016-11-21,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,,,,,20.0,235900000.0,226150000.0,-4.1,24.0,21.0,,,,432.0,23.0,3.0,,,,,,0.0,4.0
Burnley,Man City,burnley,manchester city,1.0,2.0,A,2016-11-26,2016-2017,4.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,,,,,20.0,235900000.0,226150000.0,-4.1,24.0,21.0,,,,432.0,23.0,3.0,,,,,,5.0,0.0,0.0,1653.0,3.0,0.0,214.0,0.0,,,,,2.0,1320000000.0,1230000000.0,-6.8,16.0,16.0,1038000000.0,64875000.0,16.0,3358.0,3.0,43.0,,,,,,2.0,-1.0
Chelsea,Tottenham,chelsea,tottenham,2.0,1.0,H,2016-11-26,2016-2017,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,5.0,33.0,10.0,1319.0,0.0,2.0,199.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Hull,West Brom,hull,west bromwich albion,1.0,1.0,D,2016-11-26,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Leicester,Middlesbrough,leicester,middlesbrough,2.0,2.0,D,2016-11-26,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Liverpool,Sunderland,liverpool,sunderland,2.0,0.0,H,2016-11-26,2016-2017,8.0,30.0,13.0,1370.0,2.0,3.0,217.0,0.0,,,,,3.0,1040000000.0,1120000000.0,8.1,15.0,12.0,910000000.0,75833333.33333333,12.0,466.0,1.0,48.0,,,,,,5.0,0.0,0.0,1358.0,0.0,2.0,212.0,1.0,,,,,,,,,,,,,,436.0,,,,,,,,0.0,2.0
Swansea,Crystal Palace,swansea,crystal palace,5.0,4.0,H,2016-11-26,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,40.0,12.0,0.0,0.0,0.0,0.0,2.0,,,,,11.0,456200000.0,432200000.0,-5.3,16.0,13.0,90000000.0,45000000.0,2.0,568.0,5.0,38.0,,,,,,0.0,1.0
Arsenal,Bournemouth,arsenal,bournemouth,3.0,1.0,H,2016-11-27,2016-2017,6.0,0.0,14.0,1264.0,2.0,2.0,0.0,2.0,,,,,1.0,1320000000.0,1330000000.0,0.6,15.0,14.0,1150000000.0,67647058.8235294,17.0,2089.0,2.0,44.0,,,,,,4.0,34.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,13.0,420450000.0,383000000.0,-8.9,20.0,18.0,40000000.0,40000000.0,1.0,802.0,11.0,32.0,,,,,,0.0,2.0
Man United,West Ham,man united,west ham,1.0,1.0,D,2016-11-27,2016-2017,0.0,31.0,0.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1327.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Southampton,Everton,southampton,everton,1.0,0.0,H,2016-11-27,2016-2017,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,5.0,31.0,18.0,0.0,2.0,4.0,0.0,0.0,,,,,15.0,340200000.0,368600000.0,8.3,18.0,18.0,50000000.0,50000000.0,1.0,242.0,8.0,37.0,,,,,,0.0,1.0
Watford,Stoke,watford,stoke,0.0,1.0,A,2016-11-27,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,-1.0
Crystal Palace,Southampton,crystal palace,southampton,3.0,0.0,H,2016-12-03,2016-2017,4.0,40.0,12.0,0.0,0.0,0.0,0.0,2.0,,,,,11.0,456200000.0,432200000.0,-5.3,16.0,13.0,90000000.0,45000000.0,2.0,568.0,5.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,0.0,3.0
Man City,Chelsea,manchester city,chelsea,1.0,3.0,A,2016-12-03,2016-2017,5.0,0.0,0.0,1653.0,3.0,0.0,214.0,0.0,,,,,2.0,1320000000.0,1230000000.0,-6.8,16.0,16.0,1038000000.0,64875000.0,16.0,3358.0,3.0,43.0,,,,,,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,2.0,-2.0
Stoke,Burnley,stoke,burnley,2.0,0.0,H,2016-12-03,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,,,,,20.0,235900000.0,226150000.0,-4.1,24.0,21.0,,,,432.0,23.0,3.0,,,,,,0.0,2.0
Sunderland,Leicester,sunderland,leicester,2.0,1.0,H,2016-12-03,2016-2017,5.0,0.0,0.0,1358.0,0.0,2.0,212.0,1.0,,,,,,,,,,,,,,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Tottenham,Swansea,tottenham,swansea,5.0,0.0,H,2016-12-03,2016-2017,5.0,33.0,10.0,1319.0,0.0,2.0,199.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0
West Brom,Watford,west bromwich albion,watford,3.0,1.0,H,2016-12-03,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
West Ham,Arsenal,west ham,arsenal,1.0,5.0,A,2016-12-03,2016-2017,0.0,0.0,0.0,1327.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,14.0,1264.0,2.0,2.0,0.0,2.0,,,,,1.0,1320000000.0,1330000000.0,0.6,15.0,14.0,1150000000.0,67647058.8235294,17.0,2089.0,2.0,44.0,,,,,,2.0,-4.0
Bournemouth,Liverpool,bournemouth,liverpool,4.0,3.0,H,2016-12-04,2016-2017,4.0,34.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,13.0,420450000.0,383000000.0,-8.9,20.0,18.0,40000000.0,40000000.0,1.0,802.0,11.0,32.0,,,,,,8.0,30.0,13.0,1370.0,2.0,3.0,217.0,0.0,,,,,3.0,1040000000.0,1120000000.0,8.1,15.0,12.0,910000000.0,75833333.33333333,12.0,466.0,1.0,48.0,,,,,,0.0,1.0
Everton,Man United,everton,man united,1.0,1.0,D,2016-12-04,2016-2017,5.0,31.0,18.0,0.0,2.0,4.0,0.0,0.0,,,,,15.0,340200000.0,368600000.0,8.3,18.0,18.0,50000000.0,50000000.0,1.0,242.0,8.0,37.0,,,,,,0.0,31.0,0.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Middlesbrough,Hull,middlesbrough,hull,1.0,0.0,H,2016-12-05,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Arsenal,Stoke,arsenal,stoke,3.0,1.0,H,2016-12-10,2016-2017,6.0,0.0,14.0,1264.0,2.0,2.0,0.0,2.0,,,,,1.0,1320000000.0,1330000000.0,0.6,15.0,14.0,1150000000.0,67647058.8235294,17.0,2089.0,2.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
Burnley,Bournemouth,burnley,bournemouth,3.0,2.0,H,2016-12-10,2016-2017,4.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,,,,,20.0,235900000.0,226150000.0,-4.1,24.0,21.0,,,,432.0,23.0,3.0,,,,,,4.0,34.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,13.0,420450000.0,383000000.0,-8.9,20.0,18.0,40000000.0,40000000.0,1.0,802.0,11.0,32.0,,,,,,0.0,1.0
Hull,Crystal Palace,hull,crystal palace,3.0,3.0,D,2016-12-10,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,40.0,12.0,0.0,0.0,0.0,0.0,2.0,,,,,11.0,456200000.0,432200000.0,-5.3,16.0,13.0,90000000.0,45000000.0,2.0,568.0,5.0,38.0,,,,,,1.0,0.0
Leicester,Man City,leicester,manchester city,4.0,2.0,H,2016-12-10,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,1653.0,3.0,0.0,214.0,0.0,,,,,2.0,1320000000.0,1230000000.0,-6.8,16.0,16.0,1038000000.0,64875000.0,16.0,3358.0,3.0,43.0,,,,,,0.0,2.0
Swansea,Sunderland,swansea,sunderland,3.0,0.0,H,2016-12-10,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,1358.0,0.0,2.0,212.0,1.0,,,,,,,,,,,,,,436.0,,,,,,,,0.0,3.0
Watford,Everton,watford,everton,3.0,2.0,H,2016-12-10,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,31.0,18.0,0.0,2.0,4.0,0.0,0.0,,,,,15.0,340200000.0,368600000.0,8.3,18.0,18.0,50000000.0,50000000.0,1.0,242.0,8.0,37.0,,,,,,0.0,1.0
Chelsea,West Brom,chelsea,west bromwich albion,1.0,0.0,H,2016-12-11,2016-2017,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Liverpool,West Ham,liverpool,west ham,2.0,2.0,D,2016-12-11,2016-2017,8.0,30.0,13.0,1370.0,2.0,3.0,217.0,0.0,,,,,3.0,1040000000.0,1120000000.0,8.1,15.0,12.0,910000000.0,75833333.33333333,12.0,466.0,1.0,48.0,,,,,,0.0,0.0,0.0,1327.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Man United,Tottenham,man united,tottenham,1.0,0.0,H,2016-12-11,2016-2017,0.0,31.0,0.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,33.0,10.0,1319.0,0.0,2.0,199.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Southampton,Middlesbrough,southampton,middlesbrough,1.0,0.0,H,2016-12-11,2016-2017,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Bournemouth,Leicester,bournemouth,leicester,1.0,0.0,H,2016-12-13,2016-2017,4.0,34.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,13.0,420450000.0,383000000.0,-8.9,20.0,18.0,40000000.0,40000000.0,1.0,802.0,11.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Everton,Arsenal,everton,arsenal,2.0,1.0,H,2016-12-13,2016-2017,5.0,31.0,18.0,0.0,2.0,4.0,0.0,0.0,,,,,15.0,340200000.0,368600000.0,8.3,18.0,18.0,50000000.0,50000000.0,1.0,242.0,8.0,37.0,,,,,,6.0,0.0,14.0,1264.0,2.0,2.0,0.0,2.0,,,,,1.0,1320000000.0,1330000000.0,0.6,15.0,14.0,1150000000.0,67647058.8235294,17.0,2089.0,2.0,44.0,,,,,,0.0,1.0
Crystal Palace,Man United,crystal palace,man united,1.0,2.0,A,2016-12-14,2016-2017,4.0,40.0,12.0,0.0,0.0,0.0,0.0,2.0,,,,,11.0,456200000.0,432200000.0,-5.3,16.0,13.0,90000000.0,45000000.0,2.0,568.0,5.0,38.0,,,,,,0.0,31.0,0.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,-1.0
Man City,Watford,manchester city,watford,2.0,0.0,H,2016-12-14,2016-2017,5.0,0.0,0.0,1653.0,3.0,0.0,214.0,0.0,,,,,2.0,1320000000.0,1230000000.0,-6.8,16.0,16.0,1038000000.0,64875000.0,16.0,3358.0,3.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
Middlesbrough,Liverpool,middlesbrough,liverpool,0.0,3.0,A,2016-12-14,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,30.0,13.0,1370.0,2.0,3.0,217.0,0.0,,,,,3.0,1040000000.0,1120000000.0,8.1,15.0,12.0,910000000.0,75833333.33333333,12.0,466.0,1.0,48.0,,,,,,2.0,-3.0
Stoke,Southampton,stoke,southampton,0.0,0.0,D,2016-12-14,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,1.0,0.0
Sunderland,Chelsea,sunderland,chelsea,0.0,1.0,A,2016-12-14,2016-2017,5.0,0.0,0.0,1358.0,0.0,2.0,212.0,1.0,,,,,,,,,,,,,,436.0,,,,,,,,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,2.0,-1.0
Tottenham,Hull,tottenham,hull,3.0,0.0,H,2016-12-14,2016-2017,5.0,33.0,10.0,1319.0,0.0,2.0,199.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
West Brom,Swansea,west bromwich albion,swansea,3.0,1.0,H,2016-12-14,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
West Ham,Burnley,west ham,burnley,1.0,0.0,H,2016-12-14,2016-2017,0.0,0.0,0.0,1327.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,,,,,20.0,235900000.0,226150000.0,-4.1,24.0,21.0,,,,432.0,23.0,3.0,,,,,,0.0,1.0
Crystal Palace,Chelsea,crystal palace,chelsea,0.0,1.0,A,2016-12-17,2016-2017,4.0,40.0,12.0,0.0,0.0,0.0,0.0,2.0,,,,,11.0,456200000.0,432200000.0,-5.3,16.0,13.0,90000000.0,45000000.0,2.0,568.0,5.0,38.0,,,,,,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,2.0,-1.0
Middlesbrough,Swansea,middlesbrough,swansea,3.0,0.0,H,2016-12-17,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
Stoke,Leicester,stoke,leicester,2.0,2.0,D,2016-12-17,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Sunderland,Watford,sunderland,watford,1.0,0.0,H,2016-12-17,2016-2017,5.0,0.0,0.0,1358.0,0.0,2.0,212.0,1.0,,,,,,,,,,,,,,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
West Brom,Man United,west bromwich albion,man united,0.0,2.0,A,2016-12-17,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,31.0,0.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,-2.0
West Ham,Hull,west ham,hull,1.0,0.0,H,2016-12-17,2016-2017,0.0,0.0,0.0,1327.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Bournemouth,Southampton,bournemouth,southampton,1.0,3.0,A,2016-12-18,2016-2017,4.0,34.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,13.0,420450000.0,383000000.0,-8.9,20.0,18.0,40000000.0,40000000.0,1.0,802.0,11.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,2.0,-2.0
Man City,Arsenal,manchester city,arsenal,2.0,1.0,H,2016-12-18,2016-2017,5.0,0.0,0.0,1653.0,3.0,0.0,214.0,0.0,,,,,2.0,1320000000.0,1230000000.0,-6.8,16.0,16.0,1038000000.0,64875000.0,16.0,3358.0,3.0,43.0,,,,,,6.0,0.0,14.0,1264.0,2.0,2.0,0.0,2.0,,,,,1.0,1320000000.0,1330000000.0,0.6,15.0,14.0,1150000000.0,67647058.8235294,17.0,2089.0,2.0,44.0,,,,,,0.0,1.0
Tottenham,Burnley,tottenham,burnley,2.0,1.0,H,2016-12-18,2016-2017,5.0,33.0,10.0,1319.0,0.0,2.0,199.0,2.0,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,,,,,20.0,235900000.0,226150000.0,-4.1,24.0,21.0,,,,432.0,23.0,3.0,,,,,,0.0,1.0
